LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1738309580.317807,98891.000,13768,3,PG,1,100,9517
1738309580.357808,98931.000,13768,3,PG,1,100,9514
1738309580.397809,98971.000,13768,3,PG,1,100,9524
1738309580.437810,99011.000,13785,2,PG,1,100,9508
1738309580.477811,99051.000,13785,2,PG,1,100,9523
1738309580.517812,99091.000,13800,3,PG,1,100,9511
1738309580.557813,99131.000,13800,3,PG,1,100,9501
1738309580.597814,99171.000,13800,3,PG,1,100,9499
1738309580.637815,99211.000,13816,2,PG,1,100,9517
1738309580.677816,99251.000,13816,2,PG,1,100,9534
1738309580.717817,99291.000,13834,3,PG,1,100,9502
1738309580.757818,99331.000,13834,3,PG,1,100,9513
1738309580.797819,99371.000,13834,3,PG,1,100,9521
1738309580.837820,99411.000,13850,3,PG,1,100,9516
1738309580.877821,99451.000,13850,3,PG,1,100,9509
1738309580.917822,99491.000,13850,3,PG,1,100,9522
1738309580.957822,99531.000,13865,2,PG,1,100,9512
1738309580.997823,99571.000,13865,2,PG,1,100,9505
1738309581.037824,99611.000,13881,3,PG,1,100,9519
1738309581.077825,99651.000,13881,3,PG,1,100,9520
1738309581.117826,99691.000,13881,3,PG,1,100,9514
1738309581.157827,99731.000,13899,2,PG,1,100,9507
1738309581.197828,99771.000,13899,2,PG,1,100,9500
1738309581.237829,99811.000,13915,3,PG,1,100,9519
1738309581.277830,99851.000,13915,3,PG,1,100,9514
1738309581.317831,99891.000,13915,3,PG,1,100,9518
1738309581.357832,99931.000,13931,2,PG,1,100,9510
1738309581.397833,99971.000,13931,2,PG,1,100,9515
1738309581.437834,100011.000,13947,3,PG,1,100,9523
1738309581.477835,100051.000,13947,3,PG,1,100,9513
1738309581.517836,100091.000,13947,3,PG,1,100,9515
1738309581.557837,100131.000,13964,2,PG,1,100,9512
1738309581.597838,100171.000,13964,2,PG,1,100,9508
1738309581.637839,100211.000,13980,3,PG,1,100,9513
1738309581.677840,100251.000,13980,3,PG,1,100,9516
1738309581.717841,100291.000,13980,3,PG,1,100,9509
1738309581.757841,100331.000,13998,2,PG,1,100,9516
1738309581.797842,100371.000,13998,2,PG,1,100,9519
1738309581.837843,100411.000,14012,3,PG,1,100,9509
1738309581.877844,100451.000,14012,3,PG,1,100,9520
1738309581.917845,100491.000,14012,3,PG,1,100,9528
1738309581.957846,100531.000,14029,3,PG,1,100,9527
1738309581.997847,100571.000,14029,3,PG,1,100,9521
1738309582.037848,100611.000,14029,3,PG,1,100,9505
1738309582.077849,100651.000,14046,2,PG,1,100,9520
1738309582.117850,100691.000,14046,2,PG,1,100,9521
1738309582.157851,100731.000,14063,3,PG,1,100,9514
1738309582.197852,100771.000,14063,3,PG,1,100,9520
1738309582.237853,100811.000,14063,3,PG,1,100,9511
1738309582.277854,100851.000,14077,2,PG,1,100,9506
1738309582.317855,100891.000,14077,2,PG,1,100,9519
1738309582.357856,100931.000,14094,3,PG,1,100,9507
1738309582.397857,100971.000,14094,3,PG,1,100,9525
1738309582.437858,101011.000,14094,3,PG,1,100,9515
1738309582.477859,101051.000,14111,2,PG,1,100,9508
1738309582.517860,101091.000,14111,2,PG,1,100,9504
1738309582.557860,101131.000,14128,3,PG,1,100,9511
1738309582.597861,101171.000,14128,3,PG,1,100,9537
1738309582.637862,101211.000,14128,3,PG,1,100,9515
1738309582.677863,101251.000,14142,2,PG,1,100,9502
1738309582.717864,101291.000,14142,2,PG,1,100,9506
1738309582.757865,101331.000,14160,3,PG,1,100,9506
1738309582.797866,101371.000,14160,3,PG,1,100,9520
1738309582.837867,101411.000,14160,3,PG,1,100,9512
1738309582.877868,101451.000,14178,2,PG,1,100,9509
1738309582.917869,101491.000,14178,2,PG,1,100,9503
1738309582.957870,101531.000,14195,3,PG,1,100,9508
1738309582.997871,101571.000,14195,3,PG,1,100,9499
1738309583.037872,101611.000,14195,3,PG,1,100,9521
1738309583.077873,101651.000,14210,2,PG,1,100,9518
1738309583.117874,101691.000,14210,2,PG,1,100,9505
1738309583.157875,101731.000,14227,3,PG,1,100,9508
1738309583.197876,101771.000,14227,3,PG,1,100,9527
1738309583.237877,101811.000,14227,3,PG,1,100,9512
1738309583.277544,101850.667,14243,3,PG,1,100,9533
1738309583.317212,101890.333,14243,3,PG,1,100,9513
1738309583.356879,101930.000,14243,3,PG,1,100,9516
1738309583.397380,101970.500,14260,2,PG,1,100,9511
1738309583.437881,102011.000,14260,2,PG,1,100,9515
1738309583.477882,102051.000,14276,2,PG,1,100,9516
1738309583.517883,102091.000,14276,2,PG,1,100,9506
1738309583.562218,102135.333,14292,3,PG,1,100,9517
1738309583.606552,102179.667,14292,3,PG,1,100,9516
1738309583.650886,102224.000,14292,3,PG,1,100,9517
1738309583.690887,102264.000,14308,2,PG,1,100,9519
1738309583.730888,102304.000,14308,2,PG,1,100,9510
1738309583.770889,102344.000,14326,3,PG,1,100,9506
1738309583.810890,102384.000,14326,3,PG,1,100,9502
1738309583.850891,102424.000,14326,3,PG,1,100,9514
1738309583.890892,102464.000,14342,2,PG,1,100,9502
1738309583.930893,102504.000,14342,2,PG,1,100,9518
1738309583.970894,102544.000,14357,4,PG,1,100,9507
1738309584.010895,102584.000,14357,4,PG,1,100,9521
1738309584.050896,102624.000,14357,4,PG,1,100,9510
1738309584.090897,102664.000,14357,4,PG,1,100,9510
1738309584.130898,102704.000,14374,3,PG,1,100,9507
1738309584.170899,102744.000,14374,3,PG,1,100,9506
1738309584.210900,102784.000,14374,3,PG,1,100,9505
1738309584.250901,102824.000,14391,2,PG,1,100,9514
1738309584.290902,102864.000,14391,2,PG,1,100,9500
1738309584.330903,102904.000,14409,3,PG,1,100,9520
1738309584.370903,102944.000,14409,3,PG,1,100,9516
1738309584.410904,102984.000,14409,3,PG,1,100,9507
1738309584.450905,103024.000,14427,2,PG,1,100,9511
1738309584.490906,103064.000,14427,2,PG,1,100,9512
1738309584.530907,103104.000,14441,3,PG,1,100,9516
1738309584.570908,103144.000,14441,3,PG,1,100,9516
1738309584.610909,103184.000,14441,3,PG,1,100,9506
1738309584.650910,103224.000,14458,2,PG,1,100,9499
1738309584.690911,103264.000,14458,2,PG,1,100,9497
1738309584.730912,103304.000,14480,3,PG,1,100,9506
1738309584.770913,103344.000,14480,3,PG,1,100,9515
1738309584.810914,103384.000,14480,3,PG,1,100,9511
1738309584.850915,103424.000,14497,2,PG,1,100,9492
1738309584.890916,103464.000,14497,2,PG,1,100,9506
1738309584.930917,103504.000,14512,3,PG,1,100,9503
1738309584.970918,103544.000,14512,3,PG,1,100,9507
1738309585.010919,103584.000,14512,3,PG,1,100,9521
1738309585.050920,103624.000,14530,2,PG,1,100,9505
1738309585.090921,103664.000,14530,2,PG,1,100,9507
1738309585.130922,103704.000,14547,3,PG,1,100,9516
1738309585.170922,103744.000,14547,3,PG,1,100,9502
1738309585.210923,103784.000,14547,3,PG,1,100,9506
1738309585.250924,103824.000,14564,2,PG,1,100,9509
1738309585.290925,103864.000,14564,2,PG,1,100,9499
1738309585.330926,103904.000,14579,3,PG,1,100,9500
1738309585.370927,103944.000,14579,3,PG,1,100,9525
1738309585.410928,103984.000,14579,3,PG,1,100,9531
1738309585.450929,104024.000,14596,3,PG,1,100,9516
1738309585.490930,104064.000,14596,3,PG,1,100,9509
1738309585.530931,104104.000,14596,3,PG,1,100,9518
1738309585.570932,104144.000,14612,2,PG,1,100,9515
1738309585.610933,104184.000,14612,2,PG,1,100,9510
1738309585.650934,104224.000,14629,3,PG,1,100,9511
1738309585.690935,104264.000,14629,3,PG,1,100,9509
1738309585.730936,104304.000,14629,3,PG,1,100,9497
1738309585.770937,104344.000,14648,2,PG,1,100,9521
1738309585.810938,104384.000,14648,2,PG,1,100,9518
1738309585.850939,104424.000,14663,3,PG,1,100,9508
1738309585.890940,104464.000,14663,3,PG,1,100,9519
1738309585.930941,104504.000,14663,3,PG,1,100,9498
1738309585.970941,104544.000,14679,2,PG,1,100,9515
1738309586.010942,104584.000,14679,2,PG,1,100,9509
1738309586.050943,104624.000,14697,3,PG,1,100,9526
1738309586.090944,104664.000,14697,3,PG,1,100,9511
1738309586.130945,104704.000,14697,3,PG,1,100,9515
1738309586.170946,104744.000,14713,2,PG,1,100,9513
1738309586.210947,104784.000,14713,2,PG,1,100,9508
1738309586.250948,104824.000,14728,3,PG,1,100,9510
1738309586.290949,104864.000,14728,3,PG,1,100,9516
1738309586.330950,104904.000,14728,3,PG,1,100,9509
1738309586.370951,104944.000,14744,2,PG,1,100,9503
1738309586.410952,104984.000,14744,2,PG,1,100,9507
1738309586.450953,105024.000,14764,3,PG,1,100,9516
1738309586.490954,105064.000,14764,3,PG,1,100,9508
1738309586.530955,105104.000,14764,3,PG,1,100,9513
1738309586.570956,105144.000,14780,3,PG,1,100,9512
1738309586.610957,105184.000,14780,3,PG,1,100,9501
1738309586.650958,105224.000,14780,3,PG,1,100,9522
1738309586.690959,105264.000,14795,2,PG,1,100,9524
1738309586.730959,105304.000,14795,2,PG,1,100,9528
1738309586.770627,105343.667,14812,3,PG,1,100,9517
1738309586.810295,105383.333,14812,3,PG,1,100,9503
1738309586.849962,105423.000,14812,3,PG,1,100,9506
1738309586.890463,105463.500,14829,2,PG,1,100,9507
1738309586.930964,105504.000,14829,2,PG,1,100,9509
1738309586.977465,105550.500,14845,2,PG,1,100,9526
1738309587.023966,105597.000,14845,2,PG,1,100,9501
1738309587.063967,105637.000,14862,3,PG,1,100,9511
1738309587.103968,105677.000,14862,3,PG,1,100,9510
1738309587.143969,105717.000,14862,3,PG,1,100,9506
1738309587.183970,105757.000,14877,2,PG,1,100,9514
1738309587.223971,105797.000,14877,2,PG,1,100,9507
1738309587.263972,105837.000,14894,3,PG,1,100,9503
1738309587.303973,105877.000,14894,3,PG,1,100,9511
1738309587.343974,105917.000,14894,3,PG,1,100,9516
1738309587.383975,105957.000,14911,3,PG,1,100,9520
1738309587.423976,105997.000,14911,3,PG,1,100,9508
1738309587.463977,106037.000,14911,3,PG,1,100,9504
1738309587.503978,106077.000,14928,2,PG,1,100,9521
1738309587.543979,106117.000,14928,2,PG,1,100,9515
1738309587.583980,106157.000,14942,3,PG,1,100,9505
1738309587.623981,106197.000,14942,3,PG,1,100,9511
1738309587.663982,106237.000,14942,3,PG,1,100,9503
1738309587.703983,106277.000,14959,2,PG,1,100,9510
1738309587.743984,106317.000,14959,2,PG,1,100,9512
1738309587.783984,106357.000,14978,3,PG,1,100,9511
1738309587.823985,106397.000,14978,3,PG,1,100,9513
1738309587.863986,106437.000,14978,3,PG,1,100,9504
1738309587.903987,106477.000,14995,2,PG,1,100,9501
1738309587.943988,106517.000,14995,2,PG,1,100,9501
1738309587.983989,106557.000,15009,3,PG,1,100,9508
1738309588.023990,106597.000,15009,3,PG,1,100,9500
1738309588.063991,106637.000,15009,3,PG,1,100,9513
1738309588.103992,106677.000,15027,2,PG,1,100,9502
1738309588.143993,106717.000,15027,2,PG,1,100,9497
1738309588.183994,106757.000,15043,3,PG,1,100,9495
1738309588.223995,106797.000,15043,3,PG,1,100,9521
1738309588.263996,106837.000,15043,3,PG,1,100,9508
1738309588.303997,106877.000,15060,2,PG,1,100,9494
1738309588.343998,106917.000,15060,2,PG,1,100,9497
1738309588.383999,106957.000,15075,3,PG,1,100,9514
1738309588.424000,106997.000,15075,3,PG,1,100,9501
1738309588.464001,107037.000,15075,3,PG,1,100,9514
1738309588.504002,107077.000,15092,2,PG,1,100,9509
1738309588.544003,107117.000,15092,2,PG,1,100,9503
1738309588.584003,107157.000,15108,3,PG,1,100,9498
1738309588.624004,107197.000,15108,3,PG,1,100,9517
1738309588.664005,107237.000,15108,3,PG,1,100,9511
1738309588.704006,107277.000,15125,3,PG,1,100,9509
1738309588.744007,107317.000,15125,3,PG,1,100,9499
1738309588.784008,107357.000,15125,3,PG,1,100,9500
1738309588.824009,107397.000,15140,2,PG,1,100,9491
1738309588.864010,107437.000,15140,2,PG,1,100,9504
1738309588.904011,107477.000,15157,3,PG,1,100,9521
1738309588.944012,107517.000,15157,3,PG,1,100,9508
1738309588.984013,107557.000,15157,3,PG,1,100,9511
1738309589.024014,107597.000,15173,2,PG,1,100,9510
1738309589.064015,107637.000,15173,2,PG,1,100,9497
1738309589.104016,107677.000,15191,3,PG,1,100,9520
1738309589.144017,107717.000,15191,3,PG,1,100,9505
1738309589.184018,107757.000,15191,3,PG,1,100,9509
1738309589.224019,107797.000,15206,2,PG,1,100,9514
1738309589.264020,107837.000,15206,2,PG,1,100,9500
1738309589.304021,107877.000,15224,3,PG,1,100,9499
1738309589.344021,107917.000,15224,3,PG,1,100,9508
1738309589.384022,107957.000,15224,3,PG,1,100,9506
1738309589.424023,107997.000,15241,2,PG,1,100,9501
1738309589.464024,108037.000,15241,2,PG,1,100,9519
1738309589.504025,108077.000,15258,3,PG,1,100,9520
1738309589.544026,108117.000,15258,3,PG,1,100,9517
1738309589.584027,108157.000,15258,3,PG,1,100,9510
1738309589.624028,108197.000,15274,2,PG,1,100,9503
1738309589.664029,108237.000,15274,2,PG,1,100,9514
1738309589.703697,108276.667,15290,3,PG,1,100,9495
1738309589.743364,108316.333,15290,3,PG,1,100,9511
1738309589.783032,108356.000,15290,3,PG,1,100,9495
1738309589.823233,108396.200,15310,5,PG,1,100,9503
1738309589.863434,108436.400,15310,5,PG,1,100,9512
1738309589.903635,108476.600,15310,5,PG,1,100,9503
1738309589.943836,108516.800,15310,5,PG,1,100,9504
1738309589.984037,108557.000,15310,5,PG,1,100,9515
1738309590.024038,108597.000,15326,2,PG,1,100,9502
1738309590.064039,108637.000,15326,2,PG,1,100,9494
1738309590.104040,108677.000,15344,3,PG,1,100,9507
1738309590.144040,108717.000,15344,3,PG,1,100,9513
1738309590.184041,108757.000,15344,3,PG,1,100,9518
1738309590.224042,108797.000,15360,2,PG,1,100,9508
1738309590.264043,108837.000,15360,2,PG,1,100,9507
1738309590.304044,108877.000,15377,3,PG,1,100,9513
1738309590.344045,108917.000,15377,3,PG,1,100,9499
1738309590.384046,108957.000,15377,3,PG,1,100,9502
1738309590.424047,108997.000,15393,2,PG,1,100,9505
1738309590.464048,109037.000,15393,2,PG,1,100,9500
1738309590.510549,109083.500,15409,2,PG,1,100,9512
1738309590.557050,109130.000,15409,2,PG,1,100,9518
1738309590.597051,109170.000,15425,3,PG,1,100,9504
1738309590.637052,109210.000,15425,3,PG,1,100,9516
1738309590.677053,109250.000,15425,3,PG,1,100,9509
1738309590.717054,109290.000,15442,2,PG,1,100,9512
1738309590.757055,109330.000,15442,2,PG,1,100,9501
1738309590.797056,109370.000,15458,3,PG,1,100,9520
1738309590.837057,109410.000,15458,3,PG,1,100,9502
1738309590.877058,109450.000,15458,3,PG,1,100,9514
1738309590.917059,109490.000,15474,3,PG,1,100,9496
1738309590.957060,109530.000,15474,3,PG,1,100,9524
1738309590.997061,109570.000,15474,3,PG,1,100,9502
1738309591.037062,109610.000,15490,2,PG,1,100,9532
1738309591.077063,109650.000,15490,2,PG,1,100,9535
1738309591.117064,109690.000,15508,3,PG,1,100,9502
1738309591.157065,109730.000,15508,3,PG,1,100,9501
1738309591.197065,109770.000,15508,3,PG,1,100,9498
1738309591.237066,109810.000,15524,2,PG,1,100,9519
1738309591.277067,109850.000,15524,2,PG,1,100,9513
1738309591.317068,109890.000,15539,3,PG,1,100,9510
1738309591.357069,109930.000,15539,3,PG,1,100,9511
1738309591.397070,109970.000,15539,3,PG,1,100,9505
1738309591.437071,110010.000,15556,2,PG,1,100,9511
1738309591.477072,110050.000,15556,2,PG,1,100,9506
1738309591.517073,110090.000,15573,3,PG,1,100,9506
1738309591.557074,110130.000,15573,3,PG,1,100,9500
1738309591.597075,110170.000,15573,3,PG,1,100,9501
1738309591.637076,110210.000,15589,2,PG,1,100,9531
1738309591.677077,110250.000,15589,2,PG,1,100,9527
1738309591.717078,110290.000,15605,3,PG,1,100,9531
1738309591.757079,110330.000,15605,3,PG,1,100,9514
1738309591.797080,110370.000,15605,3,PG,1,100,9512
1738309591.837081,110410.000,15621,2,PG,1,100,9509
1738309591.877082,110450.000,15621,2,PG,1,100,9501
1738309591.917083,110490.000,15638,3,PG,1,100,9510
1738309591.957083,110530.000,15638,3,PG,1,100,9511
1738309591.997084,110570.000,15638,3,PG,1,100,9510
1738309592.037085,110610.000,15654,2,PG,1,100,9511
1738309592.077086,110650.000,15654,2,PG,1,100,9506
1738309592.117087,110690.000,15670,3,PG,1,100,9514
1738309592.157088,110730.000,15670,3,PG,1,100,9516
1738309592.197089,110770.000,15670,3,PG,1,100,9505
1738309592.237090,110810.000,15686,2,PG,1,100,9504
1738309592.277091,110850.000,15686,2,PG,1,100,9522
1738309592.317092,110890.000,15703,3,PG,1,100,9525
1738309592.357093,110930.000,15703,3,PG,1,100,9526
1738309592.397094,110970.000,15703,3,PG,1,100,9506
1738309592.437095,111010.000,15720,3,PG,1,100,9510
1738309592.477096,111050.000,15720,3,PG,1,100,9517
1738309592.517097,111090.000,15720,3,PG,1,100,9529
1738309592.557098,111130.000,15735,2,PG,1,100,9520
1738309592.597099,111170.000,15735,2,PG,1,100,9515
1738309592.637100,111210.000,15751,3,PG,1,100,9511
1738309592.677101,111250.000,15751,3,PG,1,100,9501
1738309592.717102,111290.000,15751,3,PG,1,100,9506
1738309592.757102,111330.000,15769,2,PG,1,100,9511
1738309592.797103,111370.000,15769,2,PG,1,100,9519
1738309592.837104,111410.000,15787,3,PG,1,100,9511
1738309592.877105,111450.000,15787,3,PG,1,100,9503
1738309592.917106,111490.000,15787,3,PG,1,100,9513
1738309592.957107,111530.000,15803,2,PG,1,100,9516
1738309592.997108,111570.000,15803,2,PG,1,100,9517
1738309593.037109,111610.000,15819,3,PG,1,100,9519
1738309593.077110,111650.000,15819,3,PG,1,100,9510
1738309593.117111,111690.000,15819,3,PG,1,100,9498
1738309593.157112,111730.000,15836,2,PG,1,100,9519
1738309593.197113,111770.000,15836,2,PG,1,100,9514
1738309593.236781,111809.667,15852,3,PG,1,100,9520
1738309593.276448,111849.333,15852,3,PG,1,100,9511
1738309593.316116,111889.000,15852,3,PG,1,100,9504
1738309593.356617,111929.500,15869,2,PG,1,100,9516
1738309593.397118,111970.000,15869,2,PG,1,100,9497
1738309593.436785,112009.667,15884,3,PG,1,100,9504
1738309593.476453,112049.333,15884,3,PG,1,100,9514
1738309593.516120,112089.000,15884,3,PG,1,100,9508
1738309593.556121,112129.000,15901,3,PG,1,100,9499
1738309593.596122,112169.000,15901,3,PG,1,100,9522
1738309593.636123,112209.000,15901,3,PG,1,100,9513
1738309593.676124,112249.000,15917,2,PG,1,100,9519
1738309593.716125,112289.000,15917,2,PG,1,100,9509
1738309593.756126,112329.000,15935,3,PG,1,100,9516
1738309593.796127,112369.000,15935,3,PG,1,100,9516
1738309593.836128,112409.000,15935,3,PG,1,100,9519
1738309593.876129,112449.000,15949,2,PG,1,100,9523
1738309593.916130,112489.000,15949,2,PG,1,100,9517
1738309593.956631,112529.500,15966,2,PG,1,100,9519
1738309593.997132,112570.000,15966,2,PG,1,100,9512
1738309594.041466,112614.333,15983,3,PG,1,100,9505
